source,target,relationship
subarulargegrille,subarulargegrille1168,has_description
subarulargeheadlights,subarulargeheadlights974,has_description
subarulargeheadlights,subarulargeheadlights975,has_description
subarulargeheadlights,subarulargeheadlights976,has_description
subarulargeheadlights,subarulargeheadlights977,has_description
subarumediumgrille,subarumediumgrille1169,has_description
subarumediumgrille,subarumediumgrille1170,has_description
subarumediumgrille,subarumediumgrille1171,has_description
subarumediumgrille,subarumediumgrille1172,has_description
subarumediumheadlights,subarumediumheadlights978,has_description
subarumediumheadlights,subarumediumheadlights979,has_description
subarumediumbumper,subarumediumbumper746,has_description
subarumediumwheel,subarumediumwheel446,has_description
subarumediumdoors,subarumediumdoors411,has_description
subarumediumroof,subarumediumroof539,has_description
subarumediumgrille,subarumediumgrille1173,has_description
subarumediumhood,subarumediumhood373,has_description
subarumediumheadlights,subarumediumheadlights980,has_description
subarumediumbumper,subarumediumbumper747,has_description
subarumediumroof,subarumediumroof540,has_description
subarumediumspoiler,subarumediumspoiler172,has_description
subarumediumgrille,subarumediumgrille1174,has_description
subarumediumgrille,subarumediumgrille1175,has_description
subarumediumgrille,subarumediumgrille1176,has_description
subarumediumhood,subarumediumhood374,has_description
subarumediumheadlights,subarumediumheadlights981,has_description
subarumediumheadlights,subarumediumheadlights982,has_description
subarumediumbumper,subarumediumbumper748,has_description
subarumediumwheel,subarumediumwheel447,has_description
subarumediumwheel,subarumediumwheel448,has_description
subarulargewindshield,subarulargewindshield354,has_description
subarulargehood,subarulargehood375,has_description
subarulargehood,subarulargehood376,has_description
subarulargewheel,subarulargewheel449,has_description
subarulargedoors,subarulargedoors412,has_description
subarulargeroof,subarulargeroof541,has_description
subarulargewindshield,subarulargewindshield355,has_description
subarulargegrille,subarulargegrille1177,has_description
subarulargebumper,subarulargebumper749,has_description
subarulargedoors,subarulargedoors413,has_description
subarulargeroof,subarulargeroof542,has_description
subarulargeroof,subarulargeroof543,has_description
subarumediumgrille,subarumediumgrille1178,has_description
subarumediumgrille,subarumediumgrille1179,has_description
subarumediumgrille,subarumediumgrille1180,has_description
subarumediumheadlights,subarumediumheadlights983,has_description
subarumediumheadlights,subarumediumheadlights984,has_description
subarumediumwheel,subarumediumwheel450,has_description
subarumediumroof,subarumediumroof544,has_description
subarumediumspoiler,subarumediumspoiler173,has_description
subarumediumgrille,subarumediumgrille1181,has_description
subarumediumgrille,subarumediumgrille1182,has_description
subarumediumgrille,subarumediumgrille1183,has_description
subarumediumheadlights,subarumediumheadlights985,has_description
subarumediumheadlights,subarumediumheadlights986,has_description
subarumediumheadlights,subarumediumheadlights987,has_description
subarumediumroof,subarumediumroof545,has_description
subarumediumroof,subarumediumroof546,has_description
subarumediumroof,subarumediumroof547,has_description
subarumediumspoiler,subarumediumspoiler174,has_description
suzukimediumgrille,suzukimediumgrille1184,has_description
suzukimediumgrille,suzukimediumgrille1185,has_description
suzukimediumheadlights,suzukimediumheadlights988,has_description
suzukimediumwheel,suzukimediumwheel451,has_description
suzukismallgrille,suzukismallgrille1186,has_description
suzukismallgrille,suzukismallgrille1187,has_description
suzukismallheadlights,suzukismallheadlights989,has_description
suzukismalldoors,suzukismalldoors414,has_description
suzukismallroof,suzukismallroof548,has_description
suzukismallspoiler,suzukismallspoiler175,has_description
suzukismallgrille,suzukismallgrille1188,has_description
suzukismallgrille,suzukismallgrille1189,has_description
suzukismallhood,suzukismallhood377,has_description
suzukismallbumper,suzukismallbumper750,has_description
suzukismalldoors,suzukismalldoors415,has_description
suzukismallroof,suzukismallroof549,has_description
suzukismallroof,suzukismallroof550,has_description
suzukimediumgrille,suzukimediumgrille1190,has_description
suzukimediumgrille,suzukimediumgrille1191,has_description
suzukimediumgrille,suzukimediumgrille1192,has_description
suzukimediumhood,suzukimediumhood378,has_description
suzukimediumhood,suzukimediumhood379,has_description
suzukimediumheadlights,suzukimediumheadlights990,has_description
suzukilargegrille,suzukilargegrille1193,has_description
suzukilargegrille,suzukilargegrille1194,has_description
suzukilargehood,suzukilargehood380,has_description
suzukilargeheadlights,suzukilargeheadlights991,has_description
suzukilargebumper,suzukilargebumper751,has_description
suzukimediumgrille,suzukimediumgrille1195,has_description
suzukimediumgrille,suzukimediumgrille1196,has_description
suzukimediumgrille,suzukimediumgrille1197,has_description
suzukimediumgrille,suzukimediumgrille1198,has_description
suzukimediumgrille,suzukimediumgrille1199,has_description
suzukimediumheadlights,suzukimediumheadlights992,has_description
suzukimediumheadlights,suzukimediumheadlights993,has_description
suzukimediumheadlights,suzukimediumheadlights994,has_description
suzukimediumheadlights,suzukimediumheadlights995,has_description
suzukimediumbumper,suzukimediumbumper752,has_description
suzukimediumwheel,suzukimediumwheel452,has_description
suzukimediumwheel,suzukimediumwheel453,has_description
suzukimediumwheel,suzukimediumwheel454,has_description
suzukimediumgrille,suzukimediumgrille1200,has_description
suzukimediumheadlights,suzukimediumheadlights996,has_description
suzukimediumheadlights,suzukimediumheadlights997,has_description
suzukimediumdoors,suzukimediumdoors416,has_description
suzukimediumdoors,suzukimediumdoors417,has_description
suzukilargewindshield,suzukilargewindshield356,has_description
suzukilargegrille,suzukilargegrille1201,has_description
suzukilargegrille,suzukilargegrille1202,has_description
suzukilargegrille,suzukilargegrille1203,has_description
suzukilargehood,suzukilargehood381,has_description
suzukilargehood,suzukilargehood382,has_description
suzukilargeheadlights,suzukilargeheadlights998,has_description
suzukilargebumper,suzukilargebumper753,has_description
suzukilargewheel,suzukilargewheel455,has_description
suzukilargedoors,suzukilargedoors418,has_description
suzukilargedoors,suzukilargedoors419,has_description
suzukilargeroof,suzukilargeroof551,has_description
suzukismallwindshield,suzukismallwindshield357,has_description
suzukismallgrille,suzukismallgrille1204,has_description
suzukismallhood,suzukismallhood383,has_description
suzukismallheadlights,suzukismallheadlights999,has_description
suzukismallroof,suzukismallroof552,has_description
suzukilargewindshield,suzukilargewindshield358,has_description
suzukilargegrille,suzukilargegrille1205,has_description
suzukilargehood,suzukilargehood384,has_description
suzukilargeheadlights,suzukilargeheadlights1000,has_description
suzukilargeheadlights,suzukilargeheadlights1001,has_description
suzukilargeroof,suzukilargeroof553,has_description
toyotalargegrille,toyotalargegrille1206,has_description
toyotalargehood,toyotalargehood385,has_description
toyotalargebumper,toyotalargebumper754,has_description
toyotalargewheel,toyotalargewheel456,has_description
toyotalargedoors,toyotalargedoors420,has_description
toyotalargeroof,toyotalargeroof554,has_description
toyotamediumgrille,toyotamediumgrille1207,has_description
toyotamediumgrille,toyotamediumgrille1208,has_description
toyotamediumheadlights,toyotamediumheadlights1002,has_description
toyotamediumheadlights,toyotamediumheadlights1003,has_description
toyotamediumheadlights,toyotamediumheadlights1004,has_description
toyotamediumbumper,toyotamediumbumper755,has_description
toyotamediumbumper,toyotamediumbumper756,has_description
toyotamediumdoors,toyotamediumdoors421,has_description
toyotamediumdoors,toyotamediumdoors422,has_description
toyotamediumroof,toyotamediumroof555,has_description
toyotalargegrille,toyotalargegrille1209,has_description
toyotalargehood,toyotalargehood386,has_description
toyotalargeheadlights,toyotalargeheadlights1005,has_description
toyotalargebumper,toyotalargebumper757,has_description
toyotalargebumper,toyotalargebumper758,has_description
toyotalargewheel,toyotalargewheel457,has_description
toyotamediumwindshield,toyotamediumwindshield359,has_description
toyotamediumgrille,toyotamediumgrille1210,has_description
toyotamediumgrille,toyotamediumgrille1211,has_description
toyotamediumgrille,toyotamediumgrille1212,has_description
toyotamediumhood,toyotamediumhood387,has_description
toyotamediumhood,toyotamediumhood388,has_description
toyotamediumheadlights,toyotamediumheadlights1006,has_description
toyotamediumheadlights,toyotamediumheadlights1007,has_description
toyotamediumheadlights,toyotamediumheadlights1008,has_description
toyotamediumwheel,toyotamediumwheel458,has_description
toyotamediumdiffusor,toyotamediumdiffusor104,has_description
toyotamediumwindshield,toyotamediumwindshield360,has_description
toyotamediumgrille,toyotamediumgrille1213,has_description
toyotamediumgrille,toyotamediumgrille1214,has_description
toyotamediumgrille,toyotamediumgrille1215,has_description
toyotamediumheadlights,toyotamediumheadlights1009,has_description
toyotamediumbumper,toyotamediumbumper759,has_description
toyotamediumbumper,toyotamediumbumper760,has_description
toyotamediumdoors,toyotamediumdoors423,has_description
toyotamediumdoors,toyotamediumdoors424,has_description
toyotamediumroof,toyotamediumroof556,has_description
toyotalargewindshield,toyotalargewindshield361,has_description
toyotalargegrille,toyotalargegrille1216,has_description
toyotalargegrille,toyotalargegrille1217,has_description
toyotalargehood,toyotalargehood389,has_description
toyotalargeheadlights,toyotalargeheadlights1010,has_description
toyotalargeheadlights,toyotalargeheadlights1011,has_description
toyotalargeheadlights,toyotalargeheadlights1012,has_description
toyotalargeheadlights,toyotalargeheadlights1013,has_description
toyotalargebumper,toyotalargebumper761,has_description
toyotalargebumper,toyotalargebumper762,has_description
toyotalargewheel,toyotalargewheel459,has_description
toyotalargewheel,toyotalargewheel460,has_description
toyotalargewheel,toyotalargewheel461,has_description
toyotalargedoors,toyotalargedoors425,has_description
toyotalargedoors,toyotalargedoors426,has_description
toyotalargeroof,toyotalargeroof557,has_description
toyotalargewindshield,toyotalargewindshield362,has_description
toyotalargegrille,toyotalargegrille1218,has_description
toyotalargegrille,toyotalargegrille1219,has_description
toyotalargeheadlights,toyotalargeheadlights1014,has_description
toyotalargeheadlights,toyotalargeheadlights1015,has_description
toyotalargebumper,toyotalargebumper763,has_description
toyotalargedoors,toyotalargedoors427,has_description
toyotalargeroof,toyotalargeroof558,has_description
toyotamediumwheel,toyotamediumwheel462,has_description
toyotamediumwheel,toyotamediumwheel463,has_description
toyotamediumdiffusor,toyotamediumdiffusor105,has_description
toyotamediumspoiler,toyotamediumspoiler176,has_description
toyotasmallwindshield,toyotasmallwindshield363,has_description
toyotasmallgrille,toyotasmallgrille1220,has_description
toyotasmallheadlights,toyotasmallheadlights1016,has_description
toyotasmallbumper,toyotasmallbumper764,has_description
toyotasmallbumper,toyotasmallbumper765,has_description
toyotalargewindshield,toyotalargewindshield364,has_description
toyotalargegrille,toyotalargegrille1221,has_description
